Sentence,Judges_classification,,,,,
Battle scenes between The Lizard and Spider-Man are well choreographed and well filmed.,visual,,,,,
"Of particular note is Katniss' introduction in the Capitol; the grandiose spectacle described in the book turns out to be little more than a fleeting ""hurrah.""",visual,,,,,
We want bullets and cars flying all around to satisfy Friday night rush.,visual,,,,,
The sound of the machine gun fire and gunfire in general was very well done and deserves an award or several awards in 2010.,visual,,,,,
Another thing about the camera is that I can only think of a few times that the camera was steady (that is after the first 20 minutes of the film).,visual,,,,,
"With Avatar any apprehension I had about the new 3D technology has been quashed, it is without a doubt the way forward for visual entertainment and I very much hope other movies take note of Avatar's demonstration of how it should be done.AUDIO:",visual,,,,,
"There's no goopy-goblins jumping out at the screen, to follow their 'rising tension' synth-string cues.",visual,,,,,
"""Dreams feel real while we are in them.",visual,,,,,
"Don't expect much more quality than an old ""B"" movie with a bigger budget.",visual,,,,,
"This film has no heavy action, fancy space guns, or otherworldly sinister beings, but is in many ways more satisfying - rather than having you fear what is out in the entities of space, it has you afraid of the doings of a place you call home.",visual,,,,,
The whole movie is beautifully shot.,visual,,,,,
"action scenes are nice designed and well presented, but half of them were just annoying.",visual,,,,,
Well made meaning they look realistic.,visual,,,,,
Tarantino knows how to add violence and gore without making it seem thrown in at the last minute.If,visual,,,,,
"End of the day, if you are going to see Avatar, it's a must see on the 3D IMAX screen.",visual,,,,,
And it also shows all on the screen.,visual,,,,,
"Which is great and makes the film even more believable.Of course, there is some action but this is not the main aspect.",visual,,,,,
"It can satisfy everyone, if it is the Music, Action, Acting, or whatever.",visual,,,,,
"Everyone will show up expecting 2 hours of fast cars and explosions like it's some piece of sh*t directed by Michael Bay, but what you actually get is great directing, brilliant cinematography, and perfect acting.",visual,,,,,
"Thor was an impressive film to say the least, their were however a few flaws which if avoided could have made the film a lot better, for example the biggest and most thrilling action scene was right at the beginning, not allowing any other scene in the film to possibly beat it, already setting up the audience for a massive disappointment through the rest of the film.",visual,,,,,
All in all Snyder does a good job of making everything look appealing to the eye and the girls are as sexy as any female leads I can remember.While,visual,,,,,
"""It's a video game of a movie.",visual,,,,,
"I've watched more times than I can count and I'm sure the next time I watch it, I'll see things I missed before.",visual,,,,,
Gone are the days were complete CGI morphed the characters minus the emotions.,visual,,,,,
"The Portuguese has taken some exceptional shots involving landscapes, barren lands and woods.",visual,,,,,
"Only some directors get me to a Cinema these days, but I also enjoy watching good CGI movies there, for the spectacle we get with sound effects.",visual,,,,,
The visual effects in Hugo are all extremely well done and they look believable and give the film a great look.,visual,,,,,
Some of the popular music cues were misplaced.,visual,,,,,
"The main problem is that you think you are seeing something real, but then you focus on something in front of you that is blur and remains blur.",visual,,,,,
"The movie's sets were also convincing, London, the forest, the castle at the Swiss Mountain, German, and everything were making me felt like I'm in Holmes' time.",visual,,,,,
"Ultimately, the score for The Artist is the most broadly appealing, which boosted it's odds at winning (plus, the audience was paying more attention to the music, being a silent film).",visual,,,,,
"Also, the music really gave the movie a good sense of time.",visual,,,,,
Did I mention the visual effects yet?,visual,,,,,
From the out of place eighties-esque synth pop soundtrack to the equally out of place large pink title cards this movie is a mash up of 80's clichs and pretentious cinematography.,visual,,,,,
The use of CGI in this film is breathtaking and beautiful.,visual,,,,,
"film is filled with references to many classic Westerns, in particular the great 'The Good, the Bad, and the Ugly' with the visual appearance of the man with no name himself, Clint Eastwood and the villainous snake also appears to be the animal form of Lee Van Cleef.",visual,,,,,
Not the best flick ever but it's a simple escape to a fantasy world.,visual,,,,,
Pitiful waste of music -- Jupiter by Holst and the 2nd movement of Beethoven's 7th.Monstrous acting.,visual,,,,,
The slow-mo scenes are in every corner.,visual,,,,,
The action in this movie was very fitting for the kind of movie this is.,visual,,,,,
(YR) The five of them manage to blow up everything and kill everyone in rather spectacular fashion.,visual,,,,,
"Across the long action scene, that van is shown about five or six times.",visual,,,,,
"Mel Gibson's Apocalyto did a great job at making you feel like you're in the middle of a wonderful rain forest, but Avatar goes well beyond that.This is the first time I've watched a movie in Real D 3D so I can't make a comparison with other 3D movies, but the experience was breathtaking.",visual,,,,,
